H1,,,,
Number of Social Media Accounts,Mean,Variance,Result,Hypothesis
Low (1-3),3.0143,0.666,"F (2, 206) = 0.1223, p > 0.05",Accepted
Medium (4-6),2.965,0.624,,
High (7-10),3.027,0.738,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
